sujeto,grupo,canal,condicion,n_trials,peso_min,peso_max,peso_efectivo
co2a0000400,alcoholic,PO8,S1 obj,40,0.0,0.06690863887680337,22.184913924220556
co2a0000400,alcoholic,PO8,S2 match,23,0.0,0.18722024742243734,11.09327737729411
co2a0000400,alcoholic,PO8,S2 nomatch,15,0.0,0.18877696762103835,7.8395247866531825
co2a0000400,alcoholic,T8,S1 obj,40,0.0,0.11493135208649813,15.734865471387947
co2a0000400,alcoholic,T8,S2 match,23,0.0,0.16842586484532476,11.654784117819762
co2a0000400,alcoholic,T8,S2 nomatch,15,0.0,0.21535674244745667,6.471427996486117
co2a0000400,alcoholic,TP8,S1 obj,40,0.0,0.0960406878508296,17.74255876100313
co2a0000400,alcoholic,TP8,S2 match,23,0.0,0.168359040050828,11.256691892515171
co2a0000400,alcoholic,TP8,S2 nomatch,15,0.0,0.23805095842364304,6.059324068098919
co2a0000402,alcoholic,P8,S1 obj,50,0.0,0.07222897353526089,22.706541417410357
co2a0000402,alcoholic,P8,S2 match,25,0.0,0.1240216536651319,11.927346347467129
co2a0000402,alcoholic,P8,S2 nomatch,16,0.0,0.18871009636522326,7.712120565545288
co2a0000402,alcoholic,PO8,S1 obj,50,0.0,0.056303826717296265,26.92933479581565
co2a0000402,alcoholic,PO8,S2 match,25,0.0,0.14902737287168705,9.674831500682668
co2a0000402,alcoholic,PO8,S2 nomatch,16,0.0,0.24250734095646334,7.591023737428851
co2a0000402,alcoholic,T8,S1 obj,50,0.0,0.09800196358776182,20.000550547772686
co2a0000402,alcoholic,T8,S2 match,25,0.0,0.1734728545321094,10.932084103912608
co2a0000402,alcoholic,T8,S2 nomatch,16,0.0,0.2055878896696935,7.808676698439269
co2a0000402,alcoholic,TP8,S1 obj,50,0.0,0.09434146265151676,20.44777483298761
co2a0000402,alcoholic,TP8,S2 match,25,0.0,0.14903990017337662,11.723859354588424
co2a0000402,alcoholic,TP8,S2 nomatch,16,0.0,0.16331405442489422,8.991748348565427
co2a0000403,alcoholic,P8,S1 obj,46,0.0,0.0596355691365273,28.956687358288214
co2a0000403,alcoholic,P8,S2 match,21,0.0,0.14230346018662807,12.294201475363888
co2a0000403,alcoholic,P8,S2 nomatch,24,0.0050786610437611015,0.07287196219508503,19.27430429434084
co2a0000403,alcoholic,PO8,S1 obj,46,0.0,0.048730489671500406,31.750326800487024
co2a0000403,alcoholic,PO8,S2 match,21,0.0,0.1571014459489925,11.899855622078244
co2a0000403,alcoholic,PO8,S2 nomatch,24,0.0,0.12102412759121757,15.461777125862973
co2a0000403,alcoholic,T8,S1 obj,46,0.0,0.09925152793612027,20.35414184106956
co2a0000403,alcoholic,T8,S2 match,21,0.0,0.11699486691443928,12.900823286878309
co2a0000403,alcoholic,T8,S2 nomatch,24,0.0,0.08977256388122022,16.202389331899766
co2a0000403,alcoholic,TP8,S1 obj,46,0.0,0.07276079914163139,29.521371989318574
co2a0000403,alcoholic,TP8,S2 match,21,0.0,0.17373778793702627,10.495165418150652
co2a0000403,alcoholic,TP8,S2 nomatch,24,0.0,0.09806068320726505,14.879560215900263
co2a0000404,alcoholic,P8,S1 obj,54,0.0,0.038380734184150334,44.07726872703561
co2a0000404,alcoholic,P8,S2 match,25,0.0,0.09226575821118185,17.047969415030025
co2a0000404,alcoholic,P8,S2 nomatch,16,0.0,0.22715768819733162,8.527187097677649
co2a0000404,alcoholic,PO8,S1 obj,54,0.0,0.04856469088466917,37.76328787141564
co2a0000404,alcoholic,PO8,S2 match,25,0.0,0.1125597914268772,14.143825696722606
co2a0000404,alcoholic,PO8,S2 nomatch,16,0.0,0.17297341766326632,10.112468477042755
co2a0000404,alcoholic,T8,S1 obj,54,0.0,0.09614661271518782,23.558161453128434
co2a0000404,alcoholic,T8,S2 match,25,0.0,0.13131479364019624,12.128053154605302
co2a0000404,alcoholic,T8,S2 nomatch,16,0.0,0.15687309857868525,8.546177666600489
co2a0000404,alcoholic,TP8,S1 obj,54,0.0,0.05870497823693359,30.872124370725466
co2a0000404,alcoholic,TP8,S2 match,25,0.0,0.13087613771224527,13.499822108090006
co2a0000404,alcoholic,TP8,S2 nomatch,16,0.0,0.16366819123725052,10.109190239549452
co2a0000405,alcoholic,P8,S1 obj,42,0.0,0.09378802530371474,18.971090868356622
co2a0000405,alcoholic,P8,S2 match,13,0.0,0.18112486196510716,8.644191267732495
co2a0000405,alcoholic,P8,S2 nomatch,14,0.0,0.17644282482712392,10.457599964878593
co2a0000405,alcoholic,PO8,S1 obj,42,0.0,0.10280211073569355,20.78389713125032
co2a0000405,alcoholic,PO8,S2 match,13,0.0,0.15383754909982172,8.271545359375093
co2a0000405,alcoholic,PO8,S2 nomatch,14,0.0,0.18272747516266666,8.03921760032576
co2a0000405,alcoholic,T8,S1 obj,42,0.0,0.1180585654787768,15.735897159376767
co2a0000405,alcoholic,T8,S2 match,13,0.0,0.39440753781096616,4.495299352272426
co2a0000405,alcoholic,T8,S2 nomatch,14,0.0,0.15942252112185618,8.800039342103554
co2a0000405,alcoholic,TP8,S1 obj,42,0.0,0.11752684804044257,18.4784563863242
co2a0000405,alcoholic,TP8,S2 match,13,0.0,0.3403990055554898,5.083820078412174
co2a0000405,alcoholic,TP8,S2 nomatch,14,0.0,0.20209125662788213,7.681573732299743
co2a0000406,alcoholic,P8,S1 obj,30,0.0,0.08796521578486446,18.43431493598695
co2a0000406,alcoholic,P8,S2 match,16,0.0,0.18500304256062874,8.843598252066633
co2a0000406,alcoholic,P8,S2 nomatch,13,0.0,0.19919860562359398,7.6966367468480525
co2a0000406,alcoholic,PO8,S1 obj,30,0.0,0.08343650419561432,19.494086393654328
co2a0000406,alcoholic,PO8,S2 match,16,0.0,0.20407219500350918,7.723984509619787
co2a0000406,alcoholic,PO8,S2 nomatch,13,0.0,0.20139615690253665,7.6451074231316785
co2a0000406,alcoholic,T8,S1 obj,30,0.0,0.13424794188981515,13.366060913167674
co2a0000406,alcoholic,T8,S2 match,16,0.0,0.21004778070890942,8.619989476281786
co2a0000406,alcoholic,T8,S2 nomatch,13,0.0,0.39818445482765263,4.125632299441108
co2a0000406,alcoholic,TP8,S1 obj,30,0.0,0.15533733547803064,13.274268947989052
co2a0000406,alcoholic,TP8,S2 match,16,0.0,0.17307795358824174,9.11491152669017
co2a0000406,alcoholic,TP8,S2 nomatch,13,0.0,0.23453521981156425,7.282096546092237
co2a0000407,alcoholic,P8,S1 obj,47,0.0,0.11420858517094401,19.240153420889328
co2a0000407,alcoholic,P8,S2 match,28,0.0,0.09437340723576099,16.44298745788478
co2a0000407,alcoholic,P8,S2 nomatch,18,0.0,0.17875849861509144,8.418731446046419
co2a0000407,alcoholic,PO8,S1 obj,47,0.0,0.09150029183711247,26.361560550135014
co2a0000407,alcoholic,PO8,S2 match,28,0.0,0.11341721616429062,17.439474694879046
co2a0000407,alcoholic,PO8,S2 nomatch,18,0.010331299292021548,0.10374863995033874,15.010106835494447
co2a0000407,alcoholic,T8,S1 obj,47,0.0,0.10292405395700438,20.805632503366645
co2a0000407,alcoholic,T8,S2 match,28,0.0,0.08775096803681635,16.04835773959797
co2a0000407,alcoholic,T8,S2 nomatch,18,0.0,0.18403406776370113,8.12651160399674
co2a0000407,alcoholic,TP8,S1 obj,47,0.0,0.08938344413672271,21.677095454811596
co2a0000407,alcoholic,TP8,S2 match,28,0.0,0.09300317056547039,16.451642019504227
co2a0000407,alcoholic,TP8,S2 nomatch,18,0.0,0.17735121547749277,8.89327107693878
co2a0000409,alcoholic,P8,S1 obj,52,0.0,0.1016501426021439,23.36145279367855
co2a0000409,alcoholic,P8,S2 match,25,0.0,0.11313501479314976,17.753300262681215
co2a0000409,alcoholic,P8,S2 nomatch,28,0.0,0.08458119142705922,18.26129769526178
co2a0000409,alcoholic,PO8,S1 obj,52,0.0,0.08992593709404278,21.17745745835528
co2a0000409,alcoholic,PO8,S2 match,25,0.0,0.134255340396772,15.15239746263788
co2a0000409,alcoholic,PO8,S2 nomatch,28,0.0,0.09346698337326262,18.89156288114788
co2a0000409,alcoholic,T8,S1 obj,52,0.0,0.09286753436856338,23.361752446310437
co2a0000409,alcoholic,T8,S2 match,25,0.0,0.13125282085706325,15.908723302178101
co2a0000409,alcoholic,T8,S2 nomatch,28,0.0,0.09185302430191881,17.1349464985476
co2a0000409,alcoholic,TP8,S1 obj,52,0.0,0.10098145122004053,20.903839902114882
co2a0000409,alcoholic,TP8,S2 match,25,0.0,0.12393241949784398,16.634819718291578
co2a0000409,alcoholic,TP8,S2 nomatch,28,0.0,0.08198255598376782,17.310640432909114
co2a0000410,alcoholic,P8,S1 obj,56,0.0,0.06138853220865709,29.745290202057912
co2a0000410,alcoholic,P8,S2 match,27,0.0,0.09513259884682325,15.381187712900669
co2a0000410,alcoholic,P8,S2 nomatch,24,0.0022690457429631545,0.11390778391819516,17.243629310985533
co2a0000410,alcoholic,PO8,S1 obj,56,0.0,0.05062221383241758,34.65062095604342
co2a0000410,alcoholic,PO8,S2 match,27,0.0,0.09408249327251608,16.083348798034617
co2a0000410,alcoholic,PO8,S2 nomatch,24,0.0,0.15589076925696455,12.396475018973513
co2a0000410,alcoholic,T8,S1 obj,56,0.0,0.06397433509480178,27.720701586354092
co2a0000410,alcoholic,T8,S2 match,27,0.0,0.10071576197292506,18.2685658616742
co2a0000410,alcoholic,T8,S2 nomatch,24,0.0,0.215411678242026,10.009679085171285
co2a0000410,alcoholic,TP8,S1 obj,56,0.0,0.07052055870391709,24.686127405039795
co2a0000410,alcoholic,TP8,S2 match,27,0.0,0.11009643650069295,17.33135349323551
co2a0000410,alcoholic,TP8,S2 nomatch,24,0.0,0.1318900519925124,10.251850082215425
co2a0000411,alcoholic,P8,S1 obj,48,0.0,0.07719294546670537,21.236692902123206
co2a0000411,alcoholic,P8,S2 match,22,0.0,0.19240333311267532,10.257348939777529
co2a0000411,alcoholic,P8,S2 nomatch,23,0.0,0.15818844232955087,11.900458144079641
co2a0000411,alcoholic,PO8,S1 obj,48,0.0,0.07504837944485686,22.82697748302347
co2a0000411,alcoholic,PO8,S2 match,22,0.0,0.15987757006636297,11.346963655587086
co2a0000411,alcoholic,PO8,S2 nomatch,23,0.0,0.11836513138906729,12.7829034742932
co2a0000411,alcoholic,T8,S1 obj,48,0.0,0.10777088730790421,17.275617519694695
co2a0000411,alcoholic,T8,S2 match,22,0.0,0.262803795480861,7.676558291812164
co2a0000411,alcoholic,T8,S2 nomatch,23,0.0,0.14143990523426633,10.585791565092133
co2a0000411,alcoholic,TP8,S1 obj,48,0.0,0.12320184556539772,18.476771476123496
co2a0000411,alcoholic,TP8,S2 match,22,0.0,0.1712355728466034,10.115154664573623
co2a0000411,alcoholic,TP8,S2 nomatch,23,0.0,0.1654389304341259,9.93423360714867
co2a0000412,alcoholic,P8,S1 obj,52,0.0,0.06963339215461498,28.110698694179977
co2a0000412,alcoholic,P8,S2 match,17,0.0,0.11380403086627605,12.777056083155955
co2a0000412,alcoholic,P8,S2 nomatch,20,0.0,0.12142480046162649,11.415092747800587
co2a0000412,alcoholic,PO8,S1 obj,52,0.0,0.05949581692386841,30.63058524320246
co2a0000412,alcoholic,PO8,S2 match,17,0.0,0.12904622434926813,9.458556840865462
co2a0000412,alcoholic,PO8,S2 nomatch,20,0.0,0.117290260367655,11.92380987864993
co2a0000412,alcoholic,T8,S1 obj,52,0.0,0.0730143300669173,26.29727594155413
co2a0000412,alcoholic,T8,S2 match,17,0.0,0.16306335189462207,10.410619170157954
co2a0000412,alcoholic,T8,S2 nomatch,20,0.0,0.1814651905400839,8.859420451374522
co2a0000412,alcoholic,TP8,S1 obj,52,0.0,0.06992347300553048,27.691219350454208
co2a0000412,alcoholic,TP8,S2 match,17,0.0,0.10842122155958965,13.161486214348837
co2a0000412,alcoholic,TP8,S2 nomatch,20,0.0,0.1445122814241687,10.080064662947924
co2a0000414,alcoholic,P8,S1 obj,56,0.0,0.08576151213820311,27.274266187401086
co2a0000414,alcoholic,P8,S2 match,29,0.0,0.09116789609800632,16.81988973216011
co2a0000414,alcoholic,P8,S2 nomatch,29,0.0,0.08837516308785912,16.755761895202756
co2a0000414,alcoholic,PO8,S1 obj,56,0.0,0.11175883515651093,26.46309095792786
co2a0000414,alcoholic,PO8,S2 match,29,0.0,0.11299577844988193,16.256497639356198
co2a0000414,alcoholic,PO8,S2 nomatch,29,0.0,0.11471848810085196,15.722363565241297
co2a0000414,alcoholic,T8,S1 obj,56,0.0,0.06741463110966542,26.32808742737905
co2a0000414,alcoholic,T8,S2 match,29,0.0,0.1456168782748864,15.658254332917862
co2a0000414,alcoholic,T8,S2 nomatch,29,0.0,0.09618986354877493,15.437124669937639
co2a0000414,alcoholic,TP8,S1 obj,56,0.0,0.07722361543872973,28.525579250695067
co2a0000414,alcoholic,TP8,S2 match,29,0.0,0.11839597982607812,14.757368411369995
co2a0000414,alcoholic,TP8,S2 nomatch,29,0.0,0.09690576994718875,16.57815727735531
co2a0000415,alcoholic,P8,S1 obj,50,0.0,0.051694066038651114,33.41190547788675
co2a0000415,alcoholic,P8,S2 match,15,0.01639105218810028,0.11578702390944526,12.997578217897507
co2a0000415,alcoholic,P8,S2 nomatch,14,0.0,0.14536705294291177,9.783885186742571
co2a0000415,alcoholic,PO8,S1 obj,50,0.0,0.05339188520509977,34.52490780873998
co2a0000415,alcoholic,PO8,S2 match,15,0.017453384516583632,0.10276925128615137,12.953871631992573
co2a0000415,alcoholic,PO8,S2 nomatch,14,0.0,0.13891435437646482,10.06956197976504
co2a0000415,alcoholic,T8,S1 obj,50,0.0,0.05569969271004102,29.651319081219114
co2a0000415,alcoholic,T8,S2 match,15,0.0,0.14570435195263964,10.610493454282098
co2a0000415,alcoholic,T8,S2 nomatch,14,0.0,0.17827270925681502,9.003508064832493
co2a0000415,alcoholic,TP8,S1 obj,50,0.0,0.05485588934662577,31.32520392409877
co2a0000415,alcoholic,TP8,S2 match,15,0.000920000427947374,0.11356641219518972,12.572877148318135
co2a0000415,alcoholic,TP8,S2 nomatch,14,0.0,0.17298012503719007,9.268650040126076
co2a0000416,alcoholic,P8,S1 obj,36,0.0,0.12356304883521993,13.854340019627166
co2a0000416,alcoholic,P8,S2 match,22,0.0,0.1367162808246793,13.569128622619326
co2a0000416,alcoholic,P8,S2 nomatch,25,0.0,0.09730838542427457,17.54310861426381
co2a0000416,alcoholic,PO8,S1 obj,36,0.0,0.10344290544736497,16.282705037345313
co2a0000416,alcoholic,PO8,S2 match,22,0.0,0.14410516955823574,13.677695448978636
co2a0000416,alcoholic,PO8,S2 nomatch,25,0.0,0.08664056086925682,16.653026663648216
co2a0000416,alcoholic,T8,S1 obj,36,0.0,0.1423444866343919,12.232480887658237
co2a0000416,alcoholic,T8,S2 match,22,0.0,0.12689948070883528,12.64479506704194
co2a0000416,alcoholic,T8,S2 nomatch,25,0.0,0.10201558066150507,16.717501882787204
co2a0000416,alcoholic,TP8,S1 obj,36,0.0,0.1403337407286475,12.579602382860159
co2a0000416,alcoholic,TP8,S2 match,22,0.0,0.14337401288793913,10.976614392766113
co2a0000416,alcoholic,TP8,S2 nomatch,25,0.0,0.0836849626324481,16.9623116744645
co2a0000417,alcoholic,P8,S1 obj,42,0.0,0.06520961239244998,24.679127201554223
co2a0000417,alcoholic,P8,S2 match,29,0.0,0.09046961054138425,17.34123691587018
co2a0000417,alcoholic,P8,S2 nomatch,27,0.0,0.09956204472701298,17.20694922456755
co2a0000417,alcoholic,PO8,S1 obj,42,0.0,0.05763620111225535,28.508966425781644
co2a0000417,alcoholic,PO8,S2 match,29,0.0,0.07906441351839867,17.66623457552371
co2a0000417,alcoholic,PO8,S2 nomatch,27,0.0,0.09283223724426305,17.672595449253702
co2a0000417,alcoholic,T8,S1 obj,42,0.0,0.10276538523199207,19.38507831099449
co2a0000417,alcoholic,T8,S2 match,29,0.0,0.07640586136434628,21.607794410082732
co2a0000417,alcoholic,T8,S2 nomatch,27,0.0,0.08798159707960701,17.771451351599843
co2a0000417,alcoholic,TP8,S1 obj,42,0.0,0.08154522303713871,22.77020116943942
co2a0000417,alcoholic,TP8,S2 match,29,0.0,0.10067408641699191,19.807584322576492
co2a0000417,alcoholic,TP8,S2 nomatch,27,0.0,0.07816587130414157,18.835915758851634
co2a0000418,alcoholic,P8,S1 obj,48,0.0,0.07170022491059506,27.66730816046898
co2a0000418,alcoholic,P8,S2 match,22,0.0,0.12004113580357585,12.724622979796257
co2a0000418,alcoholic,P8,S2 nomatch,27,0.0,0.11785843066828687,15.195606555922405
co2a0000418,alcoholic,PO8,S1 obj,48,0.0,0.05964874557062225,29.279819083881048
co2a0000418,alcoholic,PO8,S2 match,22,0.0,0.13553912826394107,12.19245342053814
co2a0000418,alcoholic,PO8,S2 nomatch,27,0.0,0.11756533279485404,14.406984148178584
co2a0000418,alcoholic,T8,S1 obj,48,0.0,0.08161175153823293,22.78440056216659
co2a0000418,alcoholic,T8,S2 match,22,0.0,0.12769376660476364,10.81187313282056
co2a0000418,alcoholic,T8,S2 nomatch,27,0.0,0.1511290977121163,13.436056680637215
co2a0000418,alcoholic,TP8,S1 obj,48,0.0,0.06852770060384879,24.435795165277973
co2a0000418,alcoholic,TP8,S2 match,22,0.0,0.13175755682622345,11.565210414046028
co2a0000418,alcoholic,TP8,S2 nomatch,27,0.0,0.11439677499637375,14.745496669750201
co2a0000419,alcoholic,P8,S1 obj,57,0.0,0.06384460411246923,27.759593661877012
co2a0000419,alcoholic,P8,S2 match,29,0.0,0.12388185586162652,14.059837543034371
co2a0000419,alcoholic,P8,S2 nomatch,29,0.0,0.17174120334197918,10.85275627042451
co2a0000419,alcoholic,PO8,S1 obj,57,0.0,0.06410392099676317,30.34851866882424
co2a0000419,alcoholic,PO8,S2 match,29,0.0,0.11298167108321973,15.815740729776198
co2a0000419,alcoholic,PO8,S2 nomatch,29,0.0,0.17790741622746004,11.331615429372873
co2a0000419,alcoholic,T8,S1 obj,57,0.0,0.07446627730624084,23.505311498886886
co2a0000419,alcoholic,T8,S2 match,29,0.0,0.09097230118943697,17.015293062848713
co2a0000419,alcoholic,T8,S2 nomatch,29,0.0,0.10556171144302257,15.728515192561757
co2a0000419,alcoholic,TP8,S1 obj,57,0.0,0.07865613374159351,25.047608738873308
co2a0000419,alcoholic,TP8,S2 match,29,0.0,0.10141895765536191,16.58422912281023
co2a0000419,alcoholic,TP8,S2 nomatch,29,0.0,0.11361783411629729,13.655635397106051
co2a0000421,alcoholic,P8,S1 obj,49,0.0,0.0654874292856183,32.79520436618155
co2a0000421,alcoholic,P8,S2 match,27,0.0,0.10467687957605466,17.472999132056643
co2a0000421,alcoholic,P8,S2 nomatch,24,0.015752630582786597,0.06198242700840476,22.030346909058213
co2a0000421,alcoholic,PO8,S1 obj,49,0.0,0.0576141417200366,35.42015802697967
co2a0000421,alcoholic,PO8,S2 match,27,0.0,0.10079042784416313,17.639537183109827
co2a0000421,alcoholic,PO8,S2 nomatch,24,0.0,0.11941514224415084,16.25943655600148
co2a0000421,alcoholic,T8,S1 obj,49,0.0,0.07061142079650246,23.794455405185275
co2a0000421,alcoholic,T8,S2 match,27,0.0,0.10173150880387974,14.475163746508432
co2a0000421,alcoholic,T8,S2 nomatch,24,0.0,0.09795695867344778,14.348530771684791
co2a0000421,alcoholic,TP8,S1 obj,49,0.0,0.06915987865864553,31.21800516686316
co2a0000421,alcoholic,TP8,S2 match,27,0.0,0.10570824419889162,15.902081366494814
co2a0000421,alcoholic,TP8,S2 nomatch,24,0.0,0.11999909810013308,14.77009335627994
co2a0000422,alcoholic,P8,S1 obj,22,0.0,0.1325807612501381,11.943970806868977
co2a0000422,alcoholic,P8,S2 match,25,0.0,0.16220939017104904,12.52791141787401
co2a0000422,alcoholic,P8,S2 nomatch,27,0.0,0.09550175567714012,16.911746243557452
co2a0000422,alcoholic,PO8,S1 obj,22,0.0,0.1077070343621954,13.442892459463769
co2a0000422,alcoholic,PO8,S2 match,25,0.0,0.15272811930475727,10.741808257681045
co2a0000422,alcoholic,PO8,S2 nomatch,27,0.0,0.07793334904968519,19.141919008652966
co2a0000422,alcoholic,T8,S1 obj,22,0.0,0.19367307046253465,9.989451751271577
co2a0000422,alcoholic,T8,S2 match,25,0.0,0.12506293877338942,13.364333755736011
co2a0000422,alcoholic,T8,S2 nomatch,27,0.0,0.11482075174046308,15.803015901959812
co2a0000422,alcoholic,TP8,S1 obj,22,0.0,0.17059989112870289,11.229443256972734
co2a0000422,alcoholic,TP8,S2 match,25,0.0,0.10321214871616059,15.582561620913284
co2a0000422,alcoholic,TP8,S2 nomatch,27,0.0,0.15449745800804254,12.27373348906297
co2a0000423,alcoholic,P8,S1 obj,35,0.0,0.08759599431944023,24.189805719470844
co2a0000423,alcoholic,P8,S2 match,19,0.0,0.16123605734842206,10.241998987399743
co2a0000423,alcoholic,P8,S2 nomatch,23,0.0,0.12644580106534786,13.296864974830761
co2a0000423,alcoholic,PO8,S1 obj,35,0.0,0.08464578568321529,24.350755818883698
co2a0000423,alcoholic,PO8,S2 match,19,0.0,0.15326168097241863,9.897691626096874
co2a0000423,alcoholic,PO8,S2 nomatch,23,0.0,0.11303709139147232,14.59939515595957
co2a0000423,alcoholic,T8,S1 obj,35,0.0,0.1227124501468773,14.939950625212198
co2a0000423,alcoholic,T8,S2 match,19,0.0,0.19224049294672357,8.917317492147978
co2a0000423,alcoholic,T8,S2 nomatch,23,0.0,0.10205051342187609,15.889313513351889
co2a0000423,alcoholic,TP8,S1 obj,35,0.0,0.09939189025567978,21.18405173677229
co2a0000423,alcoholic,TP8,S2 match,19,0.0,0.16336192404618943,9.94903578803741
co2a0000423,alcoholic,TP8,S2 nomatch,23,0.0,0.14505108430923105,11.984313087916746
co2a0000424,alcoholic,P8,S1 obj,43,0.0,0.08138519366872955,21.9316298454681
co2a0000424,alcoholic,P8,S2 match,29,0.010413760435059857,0.06355662823705807,25.57131711014765
co2a0000424,alcoholic,P8,S2 nomatch,29,0.0,0.10160591119734094,18.017278826728575
co2a0000424,alcoholic,PO8,S1 obj,43,0.0,0.07264663117387289,22.20903596245031
co2a0000424,alcoholic,PO8,S2 match,29,0.0014090061267641007,0.07874879490008403,23.27917850798344
co2a0000424,alcoholic,PO8,S2 nomatch,29,0.0,0.09071209731036524,18.93867788376447
co2a0000424,alcoholic,T8,S1 obj,43,0.0,0.06987576478304273,26.134138679158145
co2a0000424,alcoholic,T8,S2 match,29,0.004176831350632305,0.05541036183710522,25.82854603253631
co2a0000424,alcoholic,T8,S2 nomatch,29,0.0,0.07255496294562004,23.608521921672544
co2a0000424,alcoholic,TP8,S1 obj,43,0.0,0.08391560997739453,21.82567314204064
co2a0000424,alcoholic,TP8,S2 match,29,0.01265534786451604,0.05816300283258205,26.56619187212912
co2a0000424,alcoholic,TP8,S2 nomatch,29,0.0,0.08450088048751195,20.49799380711589
co2a0000425,alcoholic,P8,S1 obj,7,0.0,0.3301337427576506,3.988533602192968
co2a0000425,alcoholic,P8,S2 match,12,0.0,0.1456321646315201,9.004955675977998
co2a0000425,alcoholic,P8,S2 nomatch,10,0.0,0.23801502905026317,5.159168187279182
co2a0000425,alcoholic,PO8,S1 obj,7,0.0,0.2786411850264776,4.741680126092134
co2a0000425,alcoholic,PO8,S2 match,12,0.0,0.16146133421310183,9.068536124971253
co2a0000425,alcoholic,PO8,S2 nomatch,10,0.0,0.2257542263025403,5.450090402273386
co2a0000425,alcoholic,T8,S1 obj,7,0.0,0.36780215262270405,3.6034979189322893
co2a0000425,alcoholic,T8,S2 match,12,0.0,0.24107635910099337,5.8864483222857995
co2a0000425,alcoholic,T8,S2 nomatch,10,0.0,0.2835782910586487,6.089342686432665
co2a0000425,alcoholic,TP8,S1 obj,7,0.0,0.3828019959919393,3.8489357154130373
co2a0000425,alcoholic,TP8,S2 match,12,0.0,0.2487059576309373,6.488407479018854
co2a0000425,alcoholic,TP8,S2 nomatch,10,0.0,0.36412878864970744,4.471284176871505
co2a0000426,alcoholic,P8,S1 obj,32,0.0,0.06727366842453161,24.39716562949366
co2a0000426,alcoholic,P8,S2 match,15,0.0,0.17108556345652015,8.354033293300947
co2a0000426,alcoholic,P8,S2 nomatch,20,0.0,0.16128456959928572,11.578035091903148
co2a0000426,alcoholic,PO8,S1 obj,31,0.0,0.06759595360555752,22.41281685690418
co2a0000426,alcoholic,PO8,S2 match,15,0.0,0.17056603806404078,8.658486291941639
co2a0000426,alcoholic,PO8,S2 nomatch,19,0.0,0.147834162460377,12.609944898772806
co2a0000426,alcoholic,T8,S1 obj,32,0.0,0.15252986376918215,14.111489732046765
co2a0000426,alcoholic,T8,S2 match,15,0.0,0.22008987032031185,7.568545684209594
co2a0000426,alcoholic,T8,S2 nomatch,20,0.0,0.1794137259826132,8.682173449734698
co2a0000426,alcoholic,TP8,S1 obj,32,0.0,0.07499135948685363,20.66740962901169
co2a0000426,alcoholic,TP8,S2 match,15,0.0,0.20932116025739403,7.633011151337736
co2a0000426,alcoholic,TP8,S2 nomatch,20,0.0,0.14793683124877854,10.574589002869635
co2a0000427,alcoholic,P8,S1 obj,50,0.0,0.08810355792315402,22.266438489313995
co2a0000427,alcoholic,P8,S2 match,20,0.0,0.1529132835457794,9.417251473666875
co2a0000427,alcoholic,P8,S2 nomatch,19,0.0,0.14851964849332577,11.353614611193743
co2a0000427,alcoholic,PO8,S1 obj,50,0.0,0.060826732126370325,31.62192131721121
co2a0000427,alcoholic,PO8,S2 match,20,0.0,0.14216409683764952,10.480216396108624
co2a0000427,alcoholic,PO8,S2 nomatch,19,0.0,0.15749178037355313,9.634991218726439
co2a0000427,alcoholic,T8,S1 obj,50,0.0,0.0974633888044501,20.480259698805522
co2a0000427,alcoholic,T8,S2 match,20,0.0,0.15539619691536422,9.64118822149628
co2a0000427,alcoholic,T8,S2 nomatch,19,0.0041795727269517986,0.18334224683666536,11.432794984408996
co2a0000427,alcoholic,TP8,S1 obj,50,0.0,0.09812527173959916,20.81104317944568
co2a0000427,alcoholic,TP8,S2 match,20,0.0,0.18036151894622085,8.87499428744888
co2a0000427,alcoholic,TP8,S2 nomatch,19,0.0,0.1476726451898011,10.572129363202537
co2a0000428,alcoholic,P8,S1 obj,39,0.0,0.09430194349742695,21.798612665586987
co2a0000428,alcoholic,P8,S2 match,19,0.0,0.13220222171807272,10.875223253167922
co2a0000428,alcoholic,P8,S2 nomatch,20,0.0,0.16199658582861118,9.735683438207833
co2a0000428,alcoholic,PO8,S1 obj,39,0.0,0.09261883110188172,20.82456405405194
co2a0000428,alcoholic,PO8,S2 match,19,0.0,0.12166047277676027,11.673139153534562
co2a0000428,alcoholic,PO8,S2 nomatch,20,0.0,0.16884562547327495,9.912693607273985
co2a0000428,alcoholic,T8,S1 obj,39,0.0,0.10176131451496659,17.597493291045
co2a0000428,alcoholic,T8,S2 match,19,0.0,0.1446170580371711,12.693716200685246
co2a0000428,alcoholic,T8,S2 nomatch,20,0.0,0.17071808581944264,11.343481183666734
co2a0000428,alcoholic,TP8,S1 obj,39,0.0,0.11284132262946156,16.751903983251257
co2a0000428,alcoholic,TP8,S2 match,19,0.0,0.1328278814465359,11.636554191568663
co2a0000428,alcoholic,TP8,S2 nomatch,20,0.0,0.16352929764168805,10.77611508248338
co2a0000429,alcoholic,P8,S1 obj,29,0.0,0.0789372008733934,21.29731333903382
co2a0000429,alcoholic,P8,S2 match,15,0.0004724100301685087,0.16624986281312173,10.87001853988365
co2a0000429,alcoholic,P8,S2 nomatch,15,0.0,0.15493298490630406,9.566555245445011
co2a0000429,alcoholic,PO8,S1 obj,29,0.0,0.07774563599342776,22.299004080936687
co2a0000429,alcoholic,PO8,S2 match,15,0.0,0.20374925019853363,9.245708763061252
co2a0000429,alcoholic,PO8,S2 nomatch,15,0.0,0.15462881400043782,8.914924934857508
